#+TITLE: CENTRAAL EXAMEN: HAVO 2016-2024
#+STARTUP: hidestars
#+OPTIONS: ^:nil
#+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-bigblow.setup
#+HTML_HEAD: <style>
#+HTML_HEAD: body {
#+HTML_HEAD:   max-width: 1200px; /* Change to your desired width */
#+HTML_HEAD:   margin: 0 auto;    /* Center the content */
#+HTML_HEAD: }
#+HTML_HEAD: </style>


* NAH161VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                                                                                     | **Wat moet je doen of berekenen?**                                                                                               | **Benodigde Kennis/Vaardigheden**                                                     |
| 15               | Aluminium, dichtheden, stevigheid                       | Bereken de verhouding tussen de dichtheden van ijzer en aluminium en verklaar de afwijking van de vuistregel.                                                              | Begrip van materiaaleigenschappen en dichtheden.                                                              |
| 16               | Koellichamen, aluminium en koper                        | Omcirkel de juiste keuzes over de eigenschappen van aluminium en koper als materiaal voor koellichamen.                                                                    | Kennis van thermische geleidbaarheid, soortelijke warmte.                                                     |
| 17               | Aluminium, r√∂ntgenstraling, halveringsdikte             | Bereken of het stukje aluminium weggeblazen moet worden op basis van halveringsdikte.                                                                                      | Stralingsberekeningen, halveringsdikte, absorptie.                                                            |
| 18               | R√∂ntgenstraling, stralingsnorm                          | Bereken de dosis en toon aan dat de norm wordt overschreden bij een ongeluk met de r√∂ntgenbron.                                                                             | Begrip van stralingsdosis, absorptie, en stralingsveiligheid.                                                  |
| 19               | OSIRIS-REx, gravitatieversnelling                       | Toon aan dat de gravitatieversnelling op Bennu 1,2 √ó 10‚Åµ keer kleiner is dan op aarde.                                                                                     | Wet van gravitatie, krachtberekeningen.                                                                       |
| 20               | OSIRIS-REx, krachten op robotarm                        | Bepaal de verticale component van \( F \) en verklaar waarom er horizontaal geen versnelling was.                                                                           | Vectoranalyse, krachtontleding.                                                                               |
| 21               | OSIRIS-REx, spin-manoeuvre                              | Leg uit welke grootheid naast kracht gemeten moest worden om de massa van het verzamelde materiaal te bepalen.                                                             | Begrip van centripetale kracht en massa-bepaling.                                                              |
| 22               | Hitteschild, warmtestroom                               | Geef aan welke eigenschappen van het hitteschild groot of klein moeten zijn.                                                                                               | Begrip van warmtegeleiding, warmteoverdracht.                                                                 |

* NAH241VB.TXT

| **Vraagnummer** | **Betrokken voorwerpen/concepten**                          | **Acties/Berekeningen**                                                                                                                                                     | **Benodigde kennis/vaardigheden**                                                                             |
|------------------|-----------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------|
| 1                | Containerschip, arbeid, kinetische energie                | Toon aan dat de gegeven waarde voor de wrijvingskracht klopt met behulp van arbeid en kinetische energie.                                                                   | Kennis van arbeid-energie-theorema, kinetische energie, wrijvingskracht.                                       |
| 2                | Containerschip, motorvermogen, wrijvingskracht            | Bereken of het schip met de motor los kon komen van de oever.                                                                                                               | Vermogensformules, krachtberekeningen, wrijvingskracht.                                                       |
| 3                | Containerschip, hefboomwet                                | Teken de armen van de krachten in een figuur en gebruik de hefboomwet om de verhouding tussen \( F_{duwboten} \) en \( F_w \) te bepalen.                                    | Begrip van momentenwet, krachtenschema's.                                                                     |
| 4                | Containerschip, opwaartse kracht, normaalkracht           | Analyseer wat er gebeurde tijdens het stijgen van het waterniveau.                                                                                                          | Kennis van krachten (Archimedes, normaalkracht).                                                              |
| 5                | Kampeerbrander, rendement, verbranding van hout           | Bereken of de brander aan de ontwerpeis voor rendement voldoet.                                                                                                             | Begrip van rendement, energieformules, soortelijke warmte.                                                     |
| 6                | Peltier-element, warmtegeleiding, materiaalkeuze          | Beredeneer of aluminium of koper beter geschikt is als warmtegeleider.                                                                                                      | Kennis van thermische geleidbaarheid, materiaaleigenschappen.                                                 |
| 7                | Peltier-element, constante \( C \)                        | Leid de eenheid van de constante \( C \) af.                                                                                                                                | Begrip van dimensieanalyse, spannings- en temperatuurrelaties.                                                 |
| 8                | Peltier-element, spanning, temperatuurverschil            | Bereken het temperatuurverschil dat nodig is om een spanning van 5,0 V op te wekken.                                                                                        | Rekenkunde, gebruik van lineaire verbanden.                                                                    |
| 9                | LED-schakeling, weerstand \( R_1 \), spanning             | Bepaal de benodigde waarde van \( R_1 \) om aan de spanningseis te voldoen.                                                                                                 | Begrip van elektrische schakelingen, Ohm's wet.                                                               |
| 10               | Peltier-element, telefoonaccu, oplaadtijd                | Bereken de minimale tijd om de telefoonaccu op te laden en beoordeel de vierde ontwerpeis.                                                                                  | Kennis van stroom, capaciteit, en energieopslag.                                                              |
| 11               | Falcon Heavy, rotatiesnelheid van de aarde                | Toon aan dat \( v_L \) het grootst is bij de evenaar en verklaar waarom er minder brandstof nodig is bij een lancering dicht bij de evenaar.                                 | Kennis van rotatiebeweging, energiebehoud, kinetische energie.                                                 |
| 12               | Falcon Heavy, versnelling                                 | Bepaal de versnelling op \( t = 180 \, \text{s} \) uit het (v,t)-diagram.                                                                                                   | Grafiekanalyse, differentiÎren, snelheid-tijd-relaties.                                                        |
| 13               | Falcon Heavy, parkeerbaan                                 | Bereken de baansnelheid van de raket in de cirkelvormige parkeerbaan.                                                                                                       | Kennis van cirkelbanen, gravitatiekracht, snelheid-baanstraal-relatie.                                         |
| 14               | Falcon Heavy, afstand en snelheid richting Mars           | Bereken de afgelegde afstand \( s \) en de snelheid tijdens het traject naar Mars.                                                                                          | Kennis van bewegingsformules, snelheid, afstandstijd-relaties.                                                 |
| 15               | SarcoÔde, radioactieve capsules                           | Bepaal welke capsule mag blijven zitten en verklaar waarom de isotopen geschikt zijn voor interne bestraling.                                                               | Begrip van radioactief verval, halveringstijd, ioniserende straling.                                           |
| 16               | SarcoÔde, Sr-90, dosisberekening                          | Geef de vervalreactie van Sr-90 en bereken de tijdsduur van ÈÈn bestraling.                                                                                                 | Vervalreacties, stralingsdosis, activiteit en energie.                                                         |
| 17               | SarcoÔde, hyperthermie, microgolfstraling                 | Bereken de totale tijd voor de hyperthermie-behandeling.                                                                                                                    | Begrip van energie, fotonen, warmteoverdracht.                                                                 |
| 18               | SarcoÔde, hyperthermie                                    | Beoordeel of hyperthermie geschikt is om tumoren in de hele huiddikte te behandelen.                                                                                        | Kennis van thermische geleiding, temperatuurverdeling in weefsel.                                              |
| 19               | Infrasone trillingen, knopen en buiken                   | Teken het patroon van knopen en buiken in de kamer en bereken of de golven infrasoon waren.                                                                                 | Kennis van staande golven, geluidssnelheid, frequenties.                                                       |
| 20               | Trillingen in gebouw, staande of lopende golf             | Gebruik de klachtenverdeling om te bepalen of het patroon past bij een staande of lopende golf.                                                                             | Begrip van golfpatronen, staande en lopende golven.                                                            |
| 21               | Glaswasinstallatie, trillingen, resonantie                | Benoem het natuurkundig verschijnsel dat trillingen van de glaswasinstallatie kan verklaren.                                                                                | Kennis van resonantie, eigenfrequenties.                                                                       |
| 22               | Glaswasinstallatie, eigenfrequentie, massa-veersysteem    | Bereken de eigenfrequentie van de glaswasinstallatie en controleer of deze gelijk is aan die van de bureaus.                                                                | Kennis van massa-veersystemen, frequentieberekeningen.                                                         |

* NAH242VB.TXT

| **Vraagnummer** | **Betrokken voorwerpen/concepten**                          | **Acties/Berekeningen**                                                                                                                                                      | **Benodigde kennis/vaardigheden**                                                                            |
|------------------|-----------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------|
| 1                | Meteoro√Øde, lichtspoor                                    | Bereken de maximale lengte van het lichtspoor. Gebruik de snelheid en de zichtbare tijd van de meteoro√Øde.                                                                  | Rekenkunde, snelheid-tijd-relaties, significantie.                                                            |
| 2                | Metalen bolletjes, temperatuur                            | Bereken de temperatuur van de bolletjes in graden Celsius met behulp van de gegeven golflengte van 940 nm en de wet van Planck.                                             | Kennis van Planck's wet, omzetting van Kelvin naar Celsius.                                                   |
| 3                | Satelliet in cirkelbaan                                   | Bereken de snelheid van de satelliet op 4,0 √ó 10¬≤ km hoogte boven de aarde.                                                                                                 | Kennis van cirkelbanen, gravitatiekracht, baansnelheidformule.                                                |
| 4                | Vallende bolletjes, gravitatiekracht                      | Analyseer de verklaring van Max en Lara en bepaal wie gelijk heeft over waarom de bolletjes naar de aarde vallen.                                                           | Kennis van gravitatie, middelpuntzoekende kracht, en baansnelheid.                                            |
| 5                | Bolletjes, valversnelling, behoud van energie             | Toon aan dat de snelheid van de bolletjes bij binnenkomst in de atmosfeer lager is dan 3,5 √ó 10‚Å¥ km/h door de wet van behoud van energie te gebruiken.                      | Begrip van de wet van behoud van energie, kinetische energie, en potenti√´le energie.                          |
| 6                | Cirkelvormig gebied, zichtbaarheid                        | Bereken welk gebied (I, II, III of IV) het grootste zichtbare gebied is met behulp van de tophoek van de kegel en geometrische relaties.                                     | Kennis van meetkunde, oppervlakten en hoeken.                                                                 |
| 7                | Schakeling, spanningsmeter en stroommeter                 | Leg uit welke meter (I of II) de stroommeter is op basis van de schakeling.                                                                                                 | Begrip van elektrische schakelingen, spannings- en stroommetingen.                                            |
| 8                | Knakworst, weerstand, soortelijke weerstand               | Bepaal de weerstand van de knakworst en toon aan of de soortelijke weerstand gelijk is aan die van zout water.                                                              | Kennis van de wet van Ohm, formule voor soortelijke weerstand, significante cijfers.                          |
| 9                | Knakworst, NTC of PTC                                     | Leg uit of de knakworst zich gedraagt als een NTC of PTC met behulp van het (I,t)-diagram.                                                                                  | Kennis van thermische eigenschappen van weerstanden, grafiekanalyse.                                          |
| 10               | Knakworst, rendement                                      | Bereken het rendement van de opstelling tijdens het opwarmen van de knakworst.                                                                                              | Begrip van warmte, energieformules, rendementberekening.                                                      |
| 11               | Meerdere knakworsten, serie of parallel                   | Bepaal of de knakworsten in serie of parallel moeten worden aangesloten op de spanningsbron, rekening houdend met de maximale spanning en stroomsterkte.                    | Begrip van serie- en parallelschakelingen, elektrische eigenschappen.                                         |
| 12               | Boombrommer, snelheid                                     | Geef in een tabel per tijdstip de juiste bewering en bepaal de maximale snelheid waarmee de brommer omhoog rijdt.                                                           | Grafiekanalyse, bepaling van snelheid uit een (h,t)-diagram.                                                  |
| 13               | Boombrommer, remkracht                                    | Teken de arm van de zwaartekracht en bereken de normaalkracht \( F_n \) met de hefboomwet. Analyseer het effect van een kleinere afstand SD op \( F_n \).                    | Kennis van krachten, momentenwet, grafische constructies.                                                     |
| 14               | Boombrommer, brandstofgebruik                             | Toon met een berekening aan of de bewering over het beklimmen van 135 bomen klopt, rekening houdend met het rendement van de motor.                                         | Kennis van arbeid, energieverbruik, en rendementberekeningen.                                                 |
| 15               | Wiebelgenerator, knopen en buiken                        | Teken het patroon van knopen en buiken voor de eerste boventoon.                                                                                                           | Kennis van staande golven, knopen en buiken, harmonischen.                                                    |
| 16               | Wiebelgenerator, voortplantingssnelheid                   | Bereken de voortplantingssnelheid van de golven in de paal met behulp van de figuren.                                                                                      | Begrip van golven, snelheid-frequentie-relatie.                                                               |
| 17               | Wiebelgenerator, frequentie                               | Leg uit hoe de frequentie \( f_0 \) aangepast kan worden door de veerconstante te veranderen.                                                                               | Kennis van massa-veersystemen, resonantie, frequentieaanpassing.                                              |
| 18               | Wiebelgenerator, rendement                                | Vergelijk het rendement van de wiebelgenerator met dat van een reguliere windturbine met behulp van de formule voor het vermogen dat de wind overdraagt.                    | Begrip van windenergieformules, rendementberekening.                                                          |
| 19               | R√∂ntgenstraling, fotonenergie                             | Toon aan dat de golflengte van de fotonen binnen het aangegeven gebied ligt.                                                                                               | Begrip van fotonenergie, formule \( E = h \cdot c / \lambda \).                                               |
| 20               | R√∂ntgenstraling, aantal fotonen                           | Bereken het aantal fotonen per seconde dat ontstaat op basis van de stroomsterkte en het rendement van het trefplaatje.                                                    | Kennis van elektrische stroom, fotonvorming, en effici√´ntieberekeningen.                                      |
| 21               | R√∂ntgenstraling, stralingsdosis                           | Bereken de dosis die de pop ontvangt tijdens de proefscan.                                                                                                                 | Kennis van stralingsdosis, energie-overdracht.                                                                |
| 22               | R√∂ntgenstraling, halveringsdikte                          | Leg uit of het implantaat een grotere of kleinere halveringsdikte heeft dan een originele kies op basis van de scanresultaten.                                              | Kennis van straling, halveringsdikte, materiaaleigenschappen.                                                 |


